CustomerID,Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock,Cluster_4,Cluster
012853,800.0,4.25051282051282,25.091025641025645,1957.1000000000004,6.0,66.0,1.181818181818182,13.0,4.867892720306513,133.33333333333334,27.20303400383142,326.18333333333334,3.772323232323232,12.12121212121212,24.53257575757576,29.653030303030302,1,1
012854,627.0,2.774636363636364,12.040909090909093,1324.5000000000002,3.0,95.0,1.1578947368421053,36.66666666666666,2.82921101774043,209.0,12.200102707749764,441.5,2.675368421052631,6.6,12.039210526315788,13.942105263157895,1,1
012855,30.0,1.55,12.7,38.1,1.0,3.0,1.0,3.0,1.55,30.0,12.7,38.1,1.55,10.0,12.7,12.7,3,3
012856,1079.0,2.543407643312102,6.942452229299363,2179.93,6.0,155.0,2.0258064516129037,52.333333333333336,2.520420459081905,179.83333333333334,7.338809367803968,363.32166666666666,2.5936774193548384,6.961290322580645,6.461381720430107,14.064064516129037,2,2
012857,343.0,4.142391304347825,24.05217391304348,1106.4,2.0,37.0,1.2432432432432432,23.0,4.453553921568628,171.5,24.48823529411765,553.2,3.8459459459459455,9.27027027027027,24.12027027027027,29.90270270270271,1,1
012863,188.0,3.374,104.24,521.2,1.0,5.0,1.0,5.0,3.374,188.0,104.24,521.2,3.374,37.6,104.24,104.24,0,0
012864,216.0,0.6566666666666666,49.04,147.12,1.0,3.0,1.0,3.0,0.6566666666666666,216.0,49.04,147.12,0.6566666666666666,72.0,49.03999999999999,49.03999999999999,3,3
012867,4298.0,1.3313382899628252,7.503382899628252,4036.82,7.0,240.0,2.2416666666666667,76.85714285714286,1.320324303101624,614.0,7.334543119942057,576.6885714285714,1.4462972222222226,17.908333333333335,7.760590575396825,16.820083333333333,1,1
012868,928.0,2.611682242990654,15.019252336448602,1607.0600000000004,6.0,72.0,1.4861111111111112,17.833333333333332,2.630880956527508,154.66666666666666,15.301740454628389,267.8433333333333,2.642361111111111,12.88888888888889,14.502222222222224,22.320277777777772,1,1
012871,200.0,2.110909090909091,34.60363636363637,380.64,2.0,8.0,1.375,5.5,1.9746428571428567,100.0,34.26,190.32,2.27125,25.0,28.53,47.58,3,3
012872,319.0,2.49560606060606,9.090454545454548,599.97,2.0,58.0,1.137931034482759,33.0,2.475178571428572,159.5,8.934943609022557,299.985,2.5177586206896545,5.5,8.359224137931035,10.344310344827589,2,2
012873,128.0,4.0375000000000005,93.5,374.0,1.0,4.0,1.0,4.0,4.0375,128.0,93.5,374.0,4.0375000000000005,32.0,93.5,93.5,0,0
012875,2019.0,0.17,171.61500000000004,343.2300000000001,2.0,1.0,2.0,1.0,0.17,1009.5,171.61500000000004,171.61500000000004,0.17,2019.0,171.61500000000004,343.2300000000001,3,3
012877,1178.0,1.898896103896104,9.972532467532467,1535.7700000000002,12.0,100.0,1.54,12.833333333333334,2.3839465659340657,98.16666666666669,22.02353458485958,127.98083333333336,1.840466666666667,11.78,7.226275,15.3577,1,1
012878,547.0,2.0325531914893618,18.19127659574468,854.99,2.0,38.0,1.236842105263158,23.5,1.9895958646616545,273.5,17.933674812030077,427.495,2.152894736842106,14.394736842105264,17.515789473684208,22.49973684210526,1,1
012879,370.0,1.832,57.322,573.22,3.0,7.0,1.4285714285714286,3.333333333333333,1.7772222222222225,123.33333333333331,59.78833333333333,191.07333333333332,1.467142857142857,52.85714285714285,46.231428571428566,81.88857142857144,3,3
012881,21.0,32.97142857142857,42.57142857142857,298.0,1.0,7.0,1.0,7.0,32.971428571428575,21.0,42.57142857142857,298.0,32.97142857142857,3.0,42.57142857142857,42.57142857142857,0,0
012882,246.0,6.437692307692307,112.54153846153844,1463.0399999999995,2.0,12.0,1.0833333333333333,6.5,6.245,123.0,109.134,731.52,6.384166666666666,20.5,104.21999999999996,121.91999999999996,0,0
012883,196.0,5.926904761904761,16.749285714285715,703.47,4.0,39.0,1.0769230769230769,10.5,5.313774038461538,49.0,17.15699645748988,175.8675,6.019999999999999,5.0256410256410255,16.72230769230769,18.037692307692307,0,0
012884,43.0,15.984285714285717,44.15000000000001,309.05000000000007,1.0,7.0,1.0,7.0,15.984285714285717,43.0,44.15,309.05,15.984285714285717,6.142857142857143,44.15,44.15,0,0
012885,655.0,3.593098591549296,16.55239436619718,1175.2199999999998,3.0,66.0,1.0757575757575757,23.666666666666668,2.5924979321753514,218.33333333333331,14.568177557209816,391.74,3.446363636363636,9.924242424242424,16.633636363636366,17.80636363636364,1,1
012886,770.0,3.72060975609756,16.809756097560975,1378.4,2.0,75.0,1.0933333333333333,41.0,3.695145896656535,385.0,16.86468085106383,689.2,3.608666666666667,10.266666666666667,16.829400000000003,18.378666666666668,1,1
012888,76.0,5.896,70.824,354.12,2.0,4.0,1.25,2.5,4.95625,38.0,74.775,177.06,6.522500000000001,19.0,68.19,88.53,0,0
012890,259.0,1.8129268292682927,4.6398780487804885,380.47,1.0,78.0,1.051282051282051,82.0,1.8129268292682927,259.0,4.639878048780488,380.47,1.850769230769231,3.3205128205128207,4.815641025641026,4.877820512820513,2,2
012891,950.0,0.3666666666666667,110.33333333333331,331.0,3.0,2.0,1.5,1.0,0.3666666666666667,316.6666666666667,110.33333333333331,110.33333333333331,0.36,475.0,133.75,165.5,3,3
012893,96.0,2.210882352941176,5.5335294117647065,188.14,1.0,27.0,1.2592592592592593,34.0,2.2108823529411765,96.0,5.533529411764706,188.14,2.275185185185185,3.555555555555556,5.829629629629629,6.968148148148147,2,2
012895,210.0,3.222727272727273,16.945454545454545,372.8,2.0,22.0,1.0,11.0,2.7078125,105.0,17.11875,186.4,3.222727272727273,9.545454545454543,16.945454545454545,16.945454545454545,0,0
012897,110.0,2.7,54.125,216.5,2.0,3.0,1.3333333333333333,2.0,2.7,55.0,54.125,108.25,3.116666666666667,36.66666666666666,52.833333333333336,72.16666666666667,0,0
012901,23075.0,1.4663793103448273,152.19431034482756,17654.539999999997,28.0,30.0,3.8666666666666663,4.142857142857143,1.673359268707483,824.1071428571429,312.1847784863946,630.5192857142857,1.874159595959596,769.1666666666666,139.36960526695526,588.4846666666667,1,1
012902,66.0,5.619,13.868,138.67999999999998,1.0,10.0,1.0,10.0,5.619,66.0,13.868,138.68,5.619,6.6,13.868,13.868,0,0
012904,302.0,3.085,7.0775,509.58,2.0,59.0,1.2203389830508475,36.0,3.0865,151.0,7.13440625,254.79,3.0723728813559323,5.11864406779661,6.942881355932203,8.636949152542373,2,2
012906,1749.0,2.551904761904761,46.34619047619047,2919.81,5.0,55.0,1.1454545454545455,12.6,2.5756447368421056,349.8,48.63484962406015,583.962,2.5705454545454542,31.8,44.40327272727272,53.08745454545454,1,1
012908,1200.0,0.625,375.0,750.0,2.0,1.0,2.0,1.0,0.625,600.0,375.0,375.0,0.625,1200.0,375.0,750.0,3,3
012909,1280.0,6.763956043956045,23.94142857142857,2178.67,5.0,78.0,1.1666666666666667,18.2,5.523424915824917,256.0,27.792830723905723,435.734,5.049423076923076,16.41025641025641,21.38326923076923,27.93166666666667,1,1
012910,1692.0,2.0927999999999995,41.00053333333334,3075.0400000000004,8.0,48.0,1.5625,9.375,2.322098602484472,211.5,45.87659627329192,384.38,1.7804166666666668,35.25,33.19375,64.06333333333333,1,1
012912,670.0,2.7191666666666667,69.2625,1662.3000000000002,5.0,17.0,1.411764705882353,4.8,2.5286825396825394,134.0,75.57142857142858,332.46000000000004,2.9358823529411766,39.41176470588236,66.81988235294116,97.78235294117648,1,1
012913,1419.0,2.9247999999999994,49.6726,2483.63,5.0,37.0,1.351351351351351,10.0,3.143622877122877,283.8,54.66515834165834,496.726,2.8623423423423424,38.35135135135136,45.138108108108106,67.12513513513514,1,1
012915,93.0,6.788636363636363,16.529545454545453,363.65,2.0,19.0,1.1578947368421053,11.0,6.587820512820513,46.5,16.789957264957266,181.825,6.3,4.894736842105263,16.343421052631577,19.139473684210525,0,0
012916,1119.0,4.126635514018692,28.09485981308411,3006.15,4.0,53.0,2.018867924528302,26.75,4.178993131868132,279.75,29.792498397435896,751.5375,3.6135849056603777,21.11320754716981,26.22062893081761,56.71981132075472,1,1
012917,120.0,4.95,297.0,594.0,1.0,2.0,1.0,2.0,4.95,120.0,297.0,594.0,4.95,60.0,297.0,297.0,0,0
012919,673.0,2.6044,26.7038,1335.19,6.0,34.0,1.4705882352941178,8.333333333333334,2.578263888888889,112.16666666666669,30.17222222222222,222.53166666666667,2.7408823529411763,19.794117647058822,23.35147058823529,39.27029411764706,1,1
012920,129.0,3.841071428571429,5.865357142857143,164.23000000000002,1.0,27.0,1.037037037037037,28.0,3.841071428571429,129.0,5.865357142857143,164.23,3.92962962962963,4.777777777777778,6.028888888888888,6.082592592592592,2,2
012921,9526.0,2.340194444444444,23.037625,16587.09,37.0,233.0,3.0901287553648067,19.45945945945946,2.653297556625215,257.4594594594595,24.018872390445225,448.2997297297297,2.524357517542067,40.88412017167382,20.75419272430002,71.18922746781116,1,1
012922,370.0,1.6278571428571424,14.477857142857143,405.38,1.0,28.0,1.0,28.0,1.627857142857143,370.0,14.477857142857143,405.38,1.6278571428571431,13.214285714285714,14.477857142857143,14.477857142857143,3,3
012923,69.0,2.9365517241379315,6.102413793103448,176.97,1.0,28.0,1.0357142857142858,29.0,2.936551724137931,69.0,6.102413793103448,176.97,2.893214285714286,2.4642857142857144,6.172142857142857,6.320357142857144,2,2
012924,481.0,3.188333333333333,31.12333333333334,933.7000000000002,4.0,22.0,1.3636363636363635,7.5,3.47675,120.25,35.42472619047619,233.425,3.261666666666667,21.863636363636363,29.83818181818182,42.440909090909095,1,1
012925,541.0,2.3102222222222224,15.423333333333332,694.05,2.0,42.0,1.0714285714285714,22.5,2.3016304347826084,270.5,15.409920948616602,347.025,2.347380952380953,12.88095238095238,14.812142857142858,16.524999999999995,3,3
012928,1472.0,1.9426190476190477,24.55595238095238,2062.7,5.0,59.0,1.423728813559322,16.8,1.954932670915256,294.4,27.04900331376569,412.54,1.9549152542372883,24.94915254237288,25.6909604519774,34.96101694915254,1,1
012929,37.0,7.11875,14.73125,117.85,1.0,8.0,1.0,8.0,7.11875,37.0,14.73125,117.85,7.118749999999999,4.625,14.73125,14.73125,0,0
012930,252.0,2.9948,16.632,415.8,2.0,20.0,1.25,12.5,2.9267857142857143,126.0,16.741948051948054,207.9,3.3004999999999995,12.6,16.399000000000004,20.790000000000003,0,0
012931,28004.0,1.701707317073171,512.8775609756098,42055.96,15.0,28.0,2.9285714285714284,5.466666666666667,1.6612289562289562,1866.9333333333332,319.026175084175,2803.7306666666677,1.9072704081632652,1000.1428571428572,516.0925850340136,1501.9985714285715,1,1
012933,499.0,2.646981132075472,5.731415094339623,607.53,3.0,102.0,1.03921568627451,35.333333333333336,2.6480273855370133,166.33333333333334,8.082821815718157,202.51,2.656862745098039,4.892156862745098,5.725588235294118,5.956176470588235,2,2
012935,1853.0,2.032325581395349,16.749612403100773,2160.7,7.0,80.0,1.6125,18.428571428571427,1.978523220444273,264.7142857142857,16.216814482788166,308.6714285714285,2.263125,23.1625,16.75075,27.008750000000003,1,1
012936,559.0,2.033225806451613,17.159677419354836,1063.9,4.0,56.0,1.1071428571428572,15.5,2.2501631701631704,139.75,42.80817016317017,265.975,1.9844642857142856,9.982142857142858,14.674196428571426,18.998214285714283,1,1
012937,1007.0,2.371666666666667,12.535583333333337,1504.2700000000002,4.0,81.0,1.4814814814814814,30.0,2.4301510416666665,251.75,13.724317708333334,376.0675,2.5632510288065844,12.432098765432098,12.002098765432098,18.57123456790124,1,1
012938,140.0,1.271111111111111,12.68222222222222,114.14,1.0,9.0,1.0,9.0,1.271111111111111,140.0,12.682222222222222,114.14,1.2711111111111113,15.555555555555555,12.682222222222222,12.682222222222222,3,3
012939,4876.0,2.403404255319149,246.4212765957447,11581.8,8.0,21.0,2.238095238095238,5.875,2.4702916666666668,609.5,242.58225,1447.725,2.2563492063492068,232.1904761904762,209.9692063492064,551.5142857142857,1,1
012940,411.0,3.8207070707070714,9.227676767676767,913.54,2.0,87.0,1.137931034482759,49.5,4.568088815789474,205.5,12.958792763157897,456.77,3.983333333333333,4.724137931034483,9.312241379310343,10.500459770114942,2,2
012942,203.0,4.137866666666667,9.118666666666668,683.9000000000001,3.0,68.0,1.1029411764705883,25.0,4.936164215686275,67.66666666666667,13.009342320261435,227.96666666666667,4.066764705882353,2.985294117647059,9.27904411764706,10.057352941176468,2,2
012944,289.0,3.1886666666666668,20.15033333333333,604.51,2.0,29.0,1.0344827586206895,15.0,3.1974107142857147,144.5,20.171964285714285,302.255,3.169310344827586,9.96551724137931,20.069310344827585,20.845172413793104,0,0
012945,165.0,4.95,20.12826086956522,462.9500000000001,1.0,23.0,1.0,23.0,4.95,165.0,20.128260869565217,462.95,4.950000000000001,7.173913043478261,20.128260869565214,20.128260869565214,0,0
012947,1165.0,3.270309278350515,16.535979381443298,1603.99,6.0,83.0,1.1686746987951808,16.166666666666668,3.2119208683473386,194.16666666666663,21.07260492530345,267.33166666666665,3.5140963855421683,14.036144578313252,17.226265060240966,19.32518072289157,1,1
012948,1080.0,2.932758620689655,17.801293103448273,2064.95,7.0,82.0,1.4146341463414631,16.571428571428573,2.9142767857142857,154.28571428571428,19.239392857142857,294.9928571428572,2.870365853658537,13.170731707317072,17.086585365853658,25.18231707317073,1,1
012949,2381.0,2.878651162790698,19.382418604651164,4167.22,8.0,166.0,1.2951807228915662,26.875,2.701822671261487,297.625,19.126418441938178,520.9025,2.8437550200803208,14.343373493975903,18.8123092369478,25.10373493975904,1,1
012950,1380.0,1.3891304347826088,80.1304347826087,1843.0,3.0,13.0,1.7692307692307692,7.666666666666667,1.311984126984127,460.0,77.37698412698414,614.3333333333334,1.323076923076923,106.15384615384616,72.80000000000001,141.76923076923077,3,3
012951,503.0,3.006031746031746,16.89,1064.07,6.0,53.0,1.1886792452830188,10.5,3.191322751322752,83.83333333333333,17.3239417989418,177.34500000000003,2.8867924528301887,9.49056603773585,16.478207547169813,20.07679245283019,1,1
012952,653.0,4.062658227848102,17.566962025316457,1387.79,4.0,64.0,1.234375,19.75,4.255234163279133,163.25,17.69684239498645,346.9475,3.99078125,10.203125,17.596171875,21.68421875,1,1
012953,84.0,6.647058823529412,19.40294117647059,329.85,1.0,17.0,1.0,17.0,6.647058823529412,84.0,19.40294117647059,329.85,6.647058823529413,4.941176470588236,19.40294117647059,19.40294117647059,0,0
012955,3664.0,1.689944444444444,26.428666666666672,4757.160000000001,11.0,81.0,2.2222222222222223,16.363636363636363,1.6629273377234393,333.09090909090907,26.72636622413609,432.4690909090909,1.7434156378600822,45.23456790123457,25.608366255144038,58.730370370370366,1,1
012956,34.0,4.365263157894738,5.687894736842105,108.07,1.0,19.0,1.0,19.0,4.365263157894737,34.0,5.687894736842105,108.07,4.365263157894737,1.7894736842105263,5.687894736842105,5.687894736842105,2,2
012957,2549.0,2.817563025210084,16.88042016806723,4017.54,8.0,208.0,1.1442307692307692,29.75,2.977248882503193,318.625,16.68861725449279,502.1925,2.931233974358974,12.254807692307692,16.698814102564103,19.315096153846152,1,1
012962,129.0,2.985625,16.649375,266.39,2.0,15.0,1.0666666666666669,8.0,2.8504545454545456,64.5,17.33681818181818,133.195,3.143333333333333,8.6,17.263333333333335,17.759333333333334,0,0
012963,881.0,3.2948421052631574,19.54347368421053,1856.63,8.0,75.0,1.2666666666666666,11.875,3.4649533053751806,110.125,18.47528715728716,232.07875,3.3434666666666666,11.746666666666666,18.983822222222223,24.755066666666668,1,1
012965,283.0,3.663853211009175,7.081743119266055,771.91,1.0,108.0,1.0092592592592593,109.0,3.663853211009175,283.0,7.081743119266055,771.91,3.678333333333333,2.6203703703703702,7.127870370370372,7.147314814814816,2,2
012966,75.0,3.423,16.018,160.18,1.0,10.0,1.0,10.0,3.4230000000000005,75.0,16.018,160.18,3.4230000000000005,7.5,16.018,16.018,0,0
012967,438.0,6.476315789473683,87.41578947368421,1660.9,2.0,19.0,1.0,9.5,5.476666666666667,219.0,82.17583333333334,830.45,6.476315789473685,23.05263157894737,87.41578947368421,87.41578947368421,0,0
012968,73.0,3.29,27.19,135.95,1.0,5.0,1.0,5.0,3.29,73.0,27.19,135.95,3.29,14.6,27.19,27.19,0,0
012970,310.0,2.0307947019867547,2.994966887417219,452.24000000000007,4.0,116.0,1.3017241379310345,37.75,2.4793376804461937,77.5,2.9706430446194223,113.06,2.2605172413793104,2.6724137931034484,3.226543103448275,3.898620689655172,2,2
012971,9289.0,2.310327868852459,36.68822950819672,11189.91,86.0,94.0,3.24468085106383,3.546511627906977,2.463219453672942,108.01162790697674,43.04320727205612,130.11523255813952,2.053840594393786,98.8191489361702,32.79792115685733,119.04159574468086,1,1
012974,24.0,7.699999999999999,18.1,144.8,1.0,8.0,1.0,8.0,7.7,24.0,18.1,144.8,7.699999999999999,3.0,18.1,18.1,0,0
012976,561.0,1.5345454545454544,33.57272727272727,738.6,1.0,22.0,1.0,22.0,1.5345454545454544,561.0,33.57272727272727,738.6,1.5345454545454544,25.5,33.57272727272727,33.57272727272727,3,3
012977,12.0,4.23,4.36,39.24,1.0,9.0,1.0,9.0,4.23,12.0,4.359999999999999,39.24,4.23,1.3333333333333333,4.36,4.36,2,2
012980,886.0,15.9045,368.745,7374.9,9.0,6.0,3.333333333333333,2.2222222222222223,19.096666666666668,98.44444444444444,433.4411111111111,819.4333333333334,8.873750000000001,147.66666666666666,279.83875000000006,1229.15,1,1
012981,242.0,1.6235,18.611,372.2199999999999,2.0,12.0,1.6666666666666667,10.0,1.633080808080808,121.0,18.78818181818182,186.11,1.5841666666666665,20.166666666666668,18.559166666666663,31.01833333333333,3,3
012982,288.0,1.847857142857143,13.947857142857142,390.54,1.0,28.0,1.0,28.0,1.8478571428571429,288.0,13.947857142857144,390.54,1.8478571428571429,10.285714285714286,13.947857142857142,13.947857142857142,3,3
012984,26.0,3.85,24.375,97.5,1.0,4.0,1.0,4.0,3.85,26.0,24.375,97.5,3.85,6.5,24.375,24.375,0,0
012985,1533.0,1.914342105263158,16.307631578947365,1239.38,2.0,73.0,1.0410958904109588,38.0,1.7875320512820512,766.5,17.357820512820513,619.69,1.851917808219178,21.0,16.190136986301372,16.977808219178083,1,1
012987,219.0,6.110714285714286,19.95357142857143,558.7,2.0,27.0,1.037037037037037,14.0,6.110714285714286,109.5,19.95357142857143,279.35,5.864814814814816,8.11111111111111,19.748148148148147,20.69259259259259,0,0
012988,136.0,4.110217391304348,5.818695652173915,535.3200000000002,1.0,75.0,1.2266666666666666,92.0,4.110217391304348,136.0,5.818695652173914,535.32,4.514533333333333,1.8133333333333328,6.3276,7.137600000000001,2,2
012989,2943.0,3.1915625,108.18921875,6924.110000000001,15.0,41.0,1.5609756097560976,4.266666666666667,3.8451184265010334,196.2,207.56596521739127,461.6073333333333,2.7809268292682927,71.78048780487805,60.808365853658536,168.88073170731707,1,1
012990,200.0,2.0499999999999994,31.500000000000007,409.5000000000001,3.0,8.0,1.625,4.333333333333333,2.036666666666666,66.66666666666667,32.788888888888884,136.5,2.052916666666667,25.0,28.65416666666667,51.1875,3,3
012991,405.0,2.3067741935483874,16.250322580645165,503.7600000000001,2.0,31.0,1.0,15.5,3.022070707070707,202.5,18.02131313131313,251.88,2.3067741935483874,13.064516129032258,16.250322580645165,16.250322580645165,3,3
012993,240.0,2.137777777777778,15.361481481481482,414.76,4.0,26.0,1.0384615384615383,6.75,2.2727083333333336,60.0,15.376875000000002,103.69,2.187307692307692,9.23076923076923,15.560000000000002,15.952307692307697,3,3
012994,459.0,4.212459016393442,15.974098360655738,974.42,3.0,52.0,1.1730769230769231,20.33333333333333,4.205785486443381,153.0,15.962994417862838,324.8066666666667,4.019038461538461,8.826923076923077,16.144615384615385,18.738846153846158,1,1
012995,108.0,1.9566666666666668,70.44,211.32,1.0,3.0,1.0,3.0,1.9566666666666668,108.0,70.44,211.32,1.956666666666667,36.0,70.44,70.44,3,3
